Character,Radical,CharFreq,Radicals
彬,彡,8.2272,['彡']
锥,钅,1.8815,"['钅', '金']"
兄,儿,184.8642,['儿']
闪,门,98.1185,"['門', '门']"
蛋,虫,403.7679,['虫']
钻,钅,89.279,"['钅', '金']"
稽,禾,5.6691,['禾']
翠,羽,17.0667,['羽']
沐,氵,10.1926,"['氺', '水', '氵']"
迪,辶,100.1827,['辶']
厂,厂,34.5728,['厂']
仇,亻,29.8963,"['人', '亻']"
媒,女,37.837,['女']
溶,氵,13.7975,"['氺', '水', '氵']"
嘴,口,167.1062,"['囗', '口']"
喇,口,34.0198,"['囗', '口']"
押,扌,11.8667,"['扌', '手']"
缶,缶,0.0642,['缶']
嗜,口,6.9333,"['囗', '口']"
达,辶,526.2173,['辶']
馆,饣,112.8296,"['飠', '饣', '食']"
藕,艹,6.5481,['艹']
份,亻,304.3012,"['人', '亻']"
盾,目,27.4321,['目']
傧,亻,0.2222,"['人', '亻']"
鹞,鸟,0.084,"['鳥', '鸟']"
伪,亻,39.6247,"['人', '亻']"
陡,阝,1.921,"['邑', '阜', '阝']"
寨,宀,14.7457,['宀']
彼,彳,73.9407,['彳']
砒,石,0.5481,['石']
丘,一,9.2938,['一']
矣,矢,5.8272,['矢']
译,讠,17.521,"['讠', '言']"
辞,辛,38.3753,['辛']
饼,饣,62.8049,"['飠', '饣', '食']"
仲,亻,74.3259,"['人', '亻']"
梓,木,3.4469,['木']
姨,女,77.6198,['女']
滤,氵,9.684,"['氺', '水', '氵']"
癌,疒,28.4938,['疒']
锤,钅,8.0444,"['钅', '金']"
犹,犬,47.9951,"['犬', '犭']"
将,寸,930.0741,['寸']
蹉,足,2.0938,['足']
莞,艹,14.0494,['艹']
蓝,艹,106.2272,['艹']
赠,贝,38.4099,"['貝', '贝']"
渴,氵,44.4444,"['氺', '水', '氵']"
咎,口,2.1778,"['囗', '口']"
丙,一,3.4963,['一']
曼,曰,69.2296,['曰']
嘀,口,11.1012,"['囗', '口']"
佬,亻,47.9901,"['人', '亻']"
宴,宀,38.2272,['宀']
崇,山,151.516,['山']
晃,日,25.7827,['日']
恣,心,0.8741,"['心', '忄']"
蔵,艹,0.0889,['艹']
捍,扌,2.5333,"['扌', '手']"
砖,石,14.4988,['石']
甚,甘,104.1679,['甘']
惺,忄,3.9654,"['心', '忄']"
又,又,1429.6346,['又']
夕,夕,101.921,['夕']
龄,齿,61.2691,"['齿', '齒']"
喘,口,13.1259,"['囗', '口']"
尚,小,138.5778,['小']
瘾,疒,33.679,['疒']
徒,彳,51.842,['彳']
夙,夕,0.6469,['夕']
劵,力,0.5284,['力']
滴,氵,219.4667,"['氺', '水', '氵']"
欲,欠,121.6889,['欠']
潭,氵,7.442,"['氺', '水', '氵']"
厚,厂,98.0889,['厂']
擂,扌,6.5531,"['扌', '手']"
澎,氵,3.9802,"['氺', '水', '氵']"
湍,氵,0.4593,"['氺', '水', '氵']"
旅,方,184.6864,['方']
却,卩,452.479,['卩']
铿,钅,0.8988,"['钅', '金']"
摔,扌,39.679,"['扌', '手']"
杠,木,10.1333,['木']
攸,攵,6.2716,"['攴', '攵']"
凸,凵,7.7778,['凵']
貂,豸,53.9654,['豸']
旻,日,0.3654,['日']
乖,丿,60.4395,"['丿', '乀', '乁']"
羡,羊,56.3753,['羊']
锻,钅,18.9383,"['钅', '金']"
阿,阝,412.3012,"['邑', '阜', '阝']"
奥,大,106.82470000000001,['大']
拨,扌,26.158,"['扌', '手']"
婢,女,0.3506,['女']
也,乙,3393.0716,"['乙', '乚', '乛']"
媲,女,1.3235,['女']
囍,口,5.1111,"['囗', '口']"
偕,亻,4.6914,"['人', '亻']"
著,艹,98.884,['艹']
涨,氵,81.4519,"['氺', '水', '氵']"
沛,氵,4.7605,"['氺', '水', '氵']"
魏,鬼,13.5506,['鬼']
淑,氵,18.5383,"['氺', '水', '氵']"
矬,矢,0.2617,['矢']
痦,疒,0.1284,['疒']
他,亻,4230.1877,"['人', '亻']"
漏,氵,28.0691,"['氺', '水', '氵']"
幢,巾,3.6198,['巾']
孝,子,22.6321,['子']
臣,臣,12.9235,['臣']
戆,心,0.3506,"['心', '忄']"
酣,酉,2.4148,['酉']
季,子,184.7457,['子']
窘,穴,2.5383,['穴']
们,亻,5981.2,"['人', '亻']"
渗,氵,5.4173,"['氺', '水', '氵']"
瘢,疒,0.1235,['疒']
堵,土,66.8988,['土']
篡,⺮,0.9185,"['⺮', '竹']"
踟,足,0.1383,['足']
辘,车,1.0321,"['车', '車']"
炷,火,0.3605,"['火', '灬']"
蛤,虫,7.6099,['虫']
拽,扌,10.0346,"['扌', '手']"
晕,日,90.0395,['日']
踝,足,5.6198,['足']
沦,氵,9.9605,"['氺', '水', '氵']"
梅,木,66.721,['木']
咧,口,20.0938,"['囗', '口']"
锁,钅,87.4173,"['钅', '金']"
刊,刂,13.5753,"['刂', '刀']"
壑,土,0.7654,['土']
乙,乙,14.3556,"['乙', '乚', '乛']"
盈,皿,15.1802,['皿']
浆,水,19.6,"['氺', '水', '氵']"
疏,疋,16.8691,['疋']
耗,耒,25.0914,['耒']
潇,氵,16.4049,"['氺', '水', '氵']"
宪,宀,5.1506,['宀']
姘,女,0.321,['女']
坂,土,17.9605,['土']
境,土,142.9136,['土']
霰,雨,0.3309,['雨']
坨,土,6.2025,['土']
睹,目,9.3037,['目']
哈,口,925.0864,"['囗', '口']"
侮,亻,7.7531,"['人', '亻']"
弄,廾,174.6469,['廾']
仁,亻,59.0123,"['人', '亻']"
扩,扌,45.0667,"['扌', '手']"
暖,日,247.1901,['日']
氤,气,0.6568,['气']
绶,纟,0.3012,"['糸', '纟']"
递,辶,52.158,['辶']
涣,氵,0.4296,"['氺', '水', '氵']"
娘,女,211.0667,['女']
芳,艹,36.5037,['艹']
昂,日,23.7235,['日']
局,尸,196.2815,['尸']
裂,衣,39.5704,"['衣', '衤']"
幅,巾,34.8444,['巾']
糊,米,66.1235,['米']
锦,钅,27.4667,"['钅', '金']"
犁,牛,1.0963,"['牜', '牛']"
矩,矢,14.9037,['矢']
舟,舟,40.6568,['舟']
昵,日,6.7309,['日']
呸,口,4.1531,"['囗', '口']"
否,口,196.8148,"['囗', '口']"
柑,木,3.4222,['木']
链,钅,88.1877,"['钅', '金']"
绨,纟,0.0148,"['糸', '纟']"
呛,口,6,"['囗', '口']"
望,月,901.2988,['月']
忆,忄,171.6543,"['心', '忄']"
炫,火,49.5358,"['火', '灬']"
冯,冫,36.0691,['冫']
悍,忄,12.5284,"['心', '忄']"
涮,氵,4.2617,"['氺', '水', '氵']"
序,广,37.837,['广']
蝰,虫,0.1037,['虫']
憧,忄,5.1062,"['心', '忄']"
郡,阝,6.1827,"['邑', '阜', '阝']"
攒,扌,11.6247,"['扌', '手']"
乞,乙,18.642,"['乙', '乚', '乛']"
哏,口,0.8741,"['囗', '口']"
之,丿,1522.0741,"['丿', '乀', '乁']"
荡,艹,44.4938,['艹']
藐,艹,1.7333,['艹']
柯,木,32.0444,['木']
傲,亻,53.8025,"['人', '亻']"
沸,氵,17.6988,"['氺', '水', '氵']"
鲟,鱼,0.2815,"['鱼', '魚']"
鸟,鸟,129.8321,"['鳥', '鸟']"
摈,扌,0.2222,"['扌', '手']"
愈,心,30.9531,"['心', '忄']"
阐,门,1.4815,"['門', '门']"
逍,辶,8.4395,['辶']
晒,日,108.721,['日']
肺,月,40.5531,['月']
吡,口,0.5037,"['囗', '口']"
钞,钅,11.1802,"['钅', '金']"
院,阝,213.037,"['邑', '阜', '阝']"
什,亻,2851.0963,"['人', '亻']"
逢,辶,32.3358,['辶']
虑,虍,84.9481,['虍']
伉,亻,0.163,"['人', '亻']"
锯,钅,4.9679,"['钅', '金']"
硫,石,3.5852,['石']
趾,足,7.7333,['足']
窑,穴,3.9457,['穴']
所,戶,1250.5827,['戶']
慌,忄,37.9753,"['心', '忄']"
獠,犭,0.2963,"['犬', '犭']"
岬,山,0.2716,['山']
纲,纟,10.642,"['糸', '纟']"
笤,⺮,0.1235,"['⺮', '竹']"
腥,月,7.6346,['月']
掳,扌,0.7259,"['扌', '手']"
茎,艹,2.6617,['艹']
克,儿,612.6568,['儿']
谷,谷,52.5926,['谷']
菇,艹,24.2074,['艹']
嗨,口,174.9778,"['囗', '口']"
畚,田,0.0642,['田']
眩,目,4.2914,['目']
是,日,15477.3926,['日']
搓,扌,20.0642,"['扌', '手']"
洒,氵,33.6,"['氺', '水', '氵']"
绩,纟,62.2815,"['糸', '纟']"
樟,木,1.8914,['木']
怄,忄,0.3111,"['心', '忄']"
姿,女,44.484,['女']
欧,欠,87.3481,['欠']
妞,女,54.242,['女']
玖,王,13.4123,"['王', '玉']"
挪,扌,11.4272,"['扌', '手']"
簇,⺮,1.5605,"['⺮', '竹']"
凖,冫,0.0741,['冫']
矜,矛,3.842,['矛']
珊,王,13.9654,"['王', '玉']"
冉,冂,1.7333,['冂']
滥,氵,12.3605,"['氺', '水', '氵']"
遂,辶,8.4494,['辶']
蟒,虫,0.8593,['虫']
顿,页,126.0642,"['頁', '页']"
晤,日,4.642,['日']
滋,氵,52.884,"['氺', '水', '氵']"
咔,口,29.9012,"['囗', '口']"
仞,亻,0.1481,"['人', '亻']"
枢,木,2.1778,['木']
忘,心,328.1877,"['心', '忄']"
脐,月,3.4815,['月']
麾,麻,0.3259,['麻']
荐,艹,418.0741,['艹']
诓,讠,0.1284,"['讠', '言']"
驶,马,28.5827,"['馬', '马']"
帛,巾,0.479,['巾']
匆,勹,16.7605,['勹']
箱,⺮,148.4198,"['⺮', '竹']"
囊,口,15.7383,"['囗', '口']"
戟,戈,1.3926,['戈']
杰,木,156.6815,['木']
巢,巛,16.7802,"['巛', '巜', '川']"
略,田,90.1086,['田']
抉,扌,6.2123,"['扌', '手']"
樽,木,1.3235,['木']
详,讠,106.1827,"['讠', '言']"
扛,扌,10.4642,"['扌', '手']"
馁,饣,1.4716,"['飠', '饣', '食']"
臆,月,1.2593,['月']
麝,鹿,0.4741,['鹿']
丞,一,1.7679,['一']
燎,火,0.8691,"['火', '灬']"
聂,耳,1.8074,['耳']
褥,衤,1.0667,"['衣', '衤']"
垫,土,19.8173,['土']
旺,日,45.9901,['日']
痉,疒,1.5852,['疒']
疗,疒,65.4815,['疒']
亟,二,0.4247,['二']
培,土,40.6864,['土']
瞬,目,61.5358,['目']
椅,木,27.9012,['木']
朵,木,66.484,['木']
妩,女,3.2395,['女']
纽,纟,41.5901,"['糸', '纟']"
啄,口,1.1753,"['囗', '口']"
慢,忄,163.6296,"['心', '忄']"
崽,山,7.0074,['山']
你,亻,15835.2049,"['人', '亻']"
阔,门,21.5753,"['門', '门']"
纱,纟,22.6765,"['糸', '纟']"
炎,火,42.7062,"['火', '灬']"
蝉,虫,55.6691,['虫']
凿,凵,2.4691,['凵']
扮,扌,70.9679,"['扌', '手']"
荞,艹,2.2074,['艹']
鹰,鸟,27.1358,"['鳥', '鸟']"
唆,口,1.7086,"['囗', '口']"
镑,钅,8.8988,"['钅', '金']"
蹄,足,11.7679,['足']
骰,骨,265.6988,['骨']
戚,戈,41.6247,['戈']
维,纟,185.2099,"['糸', '纟']"
诙,讠,0.9333,"['讠', '言']"
痿,疒,1.2444,['疒']
吮,口,1.3037,"['囗', '口']"
篮,⺮,38.8049,"['⺮', '竹']"
昆,日,19.284,['日']
漱,氵,6.3457,"['氺', '水', '氵']"
辽,辶,13.1457,['辶']
焦,灬,38.8938,"['火', '灬']"
亦,亠,38.5926,['亠']
帅,巾,163.1259,['巾']
估,亻,71.1506,"['人', '亻']"
辅,车,17.9259,"['车', '車']"
误,讠,111.2198,"['讠', '言']"
霾,雨,6.5728,['雨']
瑭,王,0.0593,"['王', '玉']"
唉,口,109.2691,"['囗', '口']"
墩,土,2.3556,['土']
顷,页,1.5753,"['頁', '页']"
勿,勹,31.7086,['勹']
涡,氵,3.2099,"['氺', '水', '氵']"
督,目,25.1062,['目']
绑,纟,73.2988,"['糸', '纟']"
氨,气,3.8963,['气']
庭,广,117.3136,['广']
撕,扌,23.5753,"['扌', '手']"
哟,口,92.0444,"['囗', '口']"
挽,扌,21.1704,"['扌', '手']"
祠,礻,2.6716,"['礻', '示']"
纵,纟,32.3605,"['糸', '纟']"
臻,至,1.6741,['至']
涩,氵,16.9136,"['氺', '水', '氵']"
鸭,鸟,59.3975,"['鳥', '鸟']"
俞,人,2.6667,"['人', '亻']"
榨,木,7.9605,['木']
柺,木,0.0593,['木']
剩,刂,100.4296,"['刂', '刀']"
租,禾,71.3432,['禾']
酗,酉,3.2247,['酉']
泽,氵,34.1333,"['氺', '水', '氵']"
伫,亻,0.8346,"['人', '亻']"
咿,口,2.3852,"['囗', '口']"
隼,隹,0.3802,['隹']
郑,阝,30.9185,"['邑', '阜', '阝']"
粥,米,42.8988,['米']
菠,艹,14.9877,['艹']
朦,月,8.3901,['月']
揣,扌,5.3284,"['扌', '手']"
洁,氵,67.516,"['氺', '水', '氵']"
歩,止,0.4,['止']
饵,饣,2.884,"['飠', '饣', '食']"
延,廴,53.6049,['廴']
噱,口,1.1407,"['囗', '口']"
哲,口,22.4247,"['囗', '口']"
库,广,57.1012,['广']
磺,石,1.4173,['石']
鲑,鱼,1.2346,"['鱼', '魚']"
讷,讠,0.9383,"['讠', '言']"
湛,氵,7.3136,"['氺', '水', '氵']"
旖,方,0.6222,['方']
萎,艹,5.7185,['艹']
谴,讠,3.0272,"['讠', '言']"
晔,日,0.3852,['日']
寂,宀,95.3037,['宀']
闩,门,0.2765,"['門', '门']"
酌,酉,2.7901,['酉']
刹,刂,17.6889,"['刂', '刀']"
吨,口,5.5605,"['囗', '口']"
踩,足,31.2296,['足']
摹,手,0.721,"['扌', '手']"
匿,匸,5.3086,['匸']
痩,疒,0.1333,['疒']
腻,月,27.8568,['月']
狞,犬,0.9531,"['犬', '犭']"
番,田,62.9778,['田']
煲,火,18.9531,"['火', '灬']"
汪,水,11.0864,"['氺', '水', '氵']"
妃,女,21.2593,['女']
唐,口,65.1506,"['囗', '口']"
哑,口,13.4716,"['囗', '口']"
菱,艹,4.0741,['艹']
昌,日,25.9802,['日']
六,八,224.8395,"['丷', '八']"
嘘,口,19.2938,"['囗', '口']"
巩,工,4.4642,['工']
悦,忄,71.2247,"['心', '忄']"
般,舟,136.3704,['舟']
售,口,91.8617,"['囗', '口']"
缤,纟,29.7481,"['糸', '纟']"
莅,艹,0.6321,['艹']
礁,石,3.1951,['石']
庐,广,6.8444,['广']
伶,亻,3.7333,"['人', '亻']"
渊,氵,6.158,"['氺', '水', '氵']"
十,十,743.9506,['十']
哞,口,0.5531,"['囗', '口']"
怂,心,4.8444,"['心', '忄']"
鲁,鱼,56.7062,"['鱼', '魚']"
醇,酉,10.9679,['酉']
摸,扌,58.0988,"['扌', '手']"
煸,火,4.0049,"['火', '灬']"
岂,山,7.4025,['山']
胫,月,0.4444,['月']
袒,衤,1.5852,"['衣', '衤']"
册,冂,84.6074,['冂']
狱,犭,73.5556,"['犬', '犭']"
挛,手,1.7136,"['扌', '手']"
遣,辶,7.2,['辶']
翁,羽,15.2691,['羽']
谅,讠,95.0617,"['讠', '言']"
者,耂,672.0198,['耂']
桐,木,6.1679,['木']
啼,口,4.2321,"['囗', '口']"
君,口,126.2123,"['囗', '口']"
珠,王,96.5185,"['王', '玉']"
汲,氵,1.1111,"['氺', '水', '氵']"
熊,灬,79.358,"['火', '灬']"
伎,亻,2.158,"['人', '亻']"
臊,月,1.4469,['月']
拿,手,615.5358,"['扌', '手']"
迹,辶,86.5877,['辶']
揍,扌,16.237,"['扌', '手']"
龟,龟,19.5309,"['龟', '龜']"
歹,歹,9.4074,['歹']
似,亻,216.6667,"['人', '亻']"
蛛,虫,9.1407,['虫']
紊,糸,2.7753,"['糸', '纟']"
菩,艹,16.3901,['艹']
挨,扌,24.6914,"['扌', '手']"
咳,口,42.5827,"['囗', '口']"
坯,土,0.5086,['土']
瞟,目,0.721,['目']
疙,疒,4.4691,['疒']
购,贝,151.1605,"['貝', '贝']"
珐,王,0.2173,"['王', '玉']"
聊,耳,398.1827,['耳']
崔,山,10.9086,['山']
抠,扌,5.1259,"['扌', '手']"
酿,酉,11.6198,['酉']
拂,扌,3.5062,"['扌', '手']"
锲,钅,0.4395,"['钅', '金']"
兔,儿,83.9111,['儿']
蕃,艹,2.5037,['艹']
艾,艹,67.9358,['艹']
辨,辛,12.0198,['辛']
茂,艹,10.237,['艹']
倘,亻,3.2938,"['人', '亻']"
铅,钅,11.9605,"['钅', '金']"
巧,工,107.516,['工']
渥,氵,0.7704,"['氺', '水', '氵']"
叙,又,7.7728,['又']
允,儿,38.321,['儿']
褪,衤,5.4519,"['衣', '衤']"
锉,钅,0.4296,"['钅', '金']"
蛮,虫,58.2815,['虫']
嘛,口,264.7506,"['囗', '口']"
钠,钅,2.1086,"['钅', '金']"
洙,氵,1.8914,"['氺', '水', '氵']"
竹,竹,49.8667,"['⺮', '竹']"
跪,足,18.9432,['足']
颧,页,0.884,"['頁', '页']"
盆,皿,49.0864,['皿']
鲤,鱼,4.8444,"['鱼', '魚']"
掠,扌,6.2469,"['扌', '手']"
霜,雨,42.0444,['雨']
淤,氵,3.2296,"['氺', '水', '氵']"
睛,目,136.6963,['目']
膏,月,25.9506,['月']
她,女,1773.7185,['女']
聒,耳,0.7259,['耳']
倩,亻,30.6667,"['人', '亻']"
猴,犭,35.9556,"['犬', '犭']"
芝,艹,39.9062,['艹']
胖,月,106.5086,['月']
剁,刂,7.2988,"['刂', '刀']"
翟,羽,0.9185,['羽']
霞,雨,10.3111,['雨']
赏,贝,72.2667,"['貝', '贝']"
梗,木,5.679,['木']
阙,门,0.8346,"['門', '门']"
酶,酉,2.8346,['酉']
颂,页,4.5481,"['頁', '页']"
蹟,足,0.2716,['足']
祂,礻,1.358,"['礻', '示']"
氯,气,2.0741,['气']
塑,土,21.7037,['土']
痘,疒,28.5728,['疒']
捣,扌,12.8198,"['扌', '手']"
晓,日,54.4148,['日']
乱,乙,283.5556,"['乙', '乚', '乛']"
察,宀,137.3235,['宀']
绽,纟,17.3235,"['糸', '纟']"
牦,牜,0.4296,"['牜', '牛']"
斤,斤,42.0988,['斤']
洲,氵,71.1753,"['氺', '水', '氵']"
疖,疒,0.2617,['疒']
躁,足,40.1235,['足']
赴,走,12.9531,['走']
吗,口,2614,"['囗', '口']"
俘,亻,3.7086,"['人', '亻']"
薛,艹,3.7136,['艹']
睡,目,1327.5605,['目']
孵,子,13.5605,['子']
沧,氵,19.9852,"['氺', '水', '氵']"
蹬,足,2.9185,['足']
冽,冫,1.5852,['冫']
翩,羽,3.4765,['羽']
搧,扌,0.0938,"['扌', '手']"
磅,石,11.7778,['石']
鼾,鼻,3.8864,['鼻']
蜘,虫,7.8914,['虫']
镀,钅,1.5358,"['钅', '金']"
尧,兀,1.4222,"['尣', '尢', '兀']"
倔,亻,6.7457,"['人', '亻']"
纾,纟,0.2815,"['糸', '纟']"
芬,艹,26.9728,['艹']
搔,扌,0.9086,"['扌', '手']"
癫,疒,11.1062,['疒']
饲,饣,2.3457,"['飠', '饣', '食']"
炸,火,103.7728,"['火', '灬']"
裱,衤,0.8247,"['衣', '衤']"
睁,目,31.7926,['目']
彷,彳,4.484,['彳']
寺,寸,39.6593,['寸']
沤,氵,0.0741,"['氺', '水', '氵']"
髌,骨,0.0593,['骨']
琉,王,4.4148,"['王', '玉']"
视,礻,540.716,"['礻', '示']"
堤,土,3.7778,['土']
椰,木,9.4173,['木']
缝,纟,23.0617,"['糸', '纟']"
拙,扌,4.5432,"['扌', '手']"
牟,牛,1.6148,"['牜', '牛']"
冀,八,2.4346,"['丷', '八']"
戈,戈,16.8346,['戈']
跋,足,3.3679,['足']
臃,月,1.3481,['月']
垢,土,3.7284,['土']
拯,扌,42.1284,"['扌', '手']"
际,阝,134.958,"['邑', '阜', '阝']"
钝,钅,6.4593,"['钅', '金']"
苺,艹,0.0593,['艹']
尓,小,1.9901,['小']
裨,衤,0.5432,"['衣', '衤']"
扇,戶,20.2123,['戶']
懦,忄,11.7778,"['心', '忄']"
绘,纟,31.8864,"['糸', '纟']"
阉,门,1.6691,"['門', '门']"
侨,亻,4.1383,"['人', '亻']"
杉,木,19.7531,['木']
碟,石,20.7111,['石']
稻,禾,6.316,['禾']
沽,氵,2.9679,"['氺', '水', '氵']"
蕾,艹,26.5333,['艹']
遥,辶,45.7728,['辶']
被,衤,1158.6914,"['衣', '衤']"
卧,卜,59.1951,['卜']
派,氵,135.1951,"['氺', '水', '氵']"
赡,贝,0.8247,"['貝', '贝']"
洛,氵,90.3407,"['氺', '水', '氵']"
哎,口,167.763,"['囗', '口']"
吁,口,4.4691,"['囗', '口']"
瞥,目,2.3309,['目']
乃,丿,24.5235,"['丿', '乀', '乁']"
捞,扌,24.5284,"['扌', '手']"
耙,耒,1.0519,['耒']
阶,阝,88.4395,"['邑', '阜', '阝']"
蝶,虫,28.3012,['虫']
湮,氵,1.1407,"['氺', '水', '氵']"
拦,扌,19.5457,"['扌', '手']"
娟,女,4.884,['女']
伟,亻,62.3654,"['人', '亻']"
诬,讠,1.3086,"['讠', '言']"
傍,亻,7.0519,"['人', '亻']"
棒,木,176.8642,['木']
凯,几,87.279,['几']
玷,王,1.7432,"['王', '玉']"
襟,衤,5.0667,"['衣', '衤']"
驰,马,16.5432,"['馬', '马']"
蛟,虫,1.042,['虫']
绀,纟,0.1383,"['糸', '纟']"
褂,衤,0.884,"['衣', '衤']"
牺,牛,16.9728,"['牜', '牛']"
啜,口,0.6864,"['囗', '口']"
辰,辰,25.1654,['辰']
玻,王,29.0074,"['王', '玉']"
脉,月,29.6,['月']
皴,皮,0.1827,['皮']
舰,舟,16.4099,['舟']
抖,扌,28.4346,"['扌', '手']"
邹,阝,1.8815,"['邑', '阜', '阝']"
掀,扌,6.6173,"['扌', '手']"
宜,宀,95.2593,['宀']
秆,禾,0.1778,['禾']
鹊,鸟,2.1383,"['鳥', '鸟']"
蛆,虫,1.0568,['虫']
卤,卜,5.8469,['卜']
迅,辶,45.9901,['辶']
堇,土,0.5235,['土']
扉,戶,5.4914,['戶']
爸,父,559.4519,['父']
串,丨,31.116,['丨']
嘞,口,13.4963,"['囗', '口']"
屁,尸,98.6914,['尸']
句,口,253.6247,"['囗', '口']"
垒,土,7.3827,['土']
希,巾,617.2148,['巾']
昭,日,4.8049,['日']
弃,廾,199.64940000000001,['廾']
众,人,147.5012,"['人', '亻']"
拢,扌,13.1802,"['扌', '手']"
巷,己,12.5975,['己']
室,宀,216.1136,['宀']
妆,女,76.1481,['女']
啦,口,1029.3136,"['囗', '口']"
呗,口,20.7407,"['囗', '口']"
萃,艹,2.6914,['艹']
邦,阝,34.5432,"['邑', '阜', '阝']"
吠,口,2.558,"['囗', '口']"
咬,口,42.1235,"['囗', '口']"
镰,钅,1.0025,"['钅', '金']"
惧,忄,36.9975,"['心', '忄']"
嗣,口,0.7062,"['囗', '口']"
蓖,艹,0.1383,['艹']
岸,山,39.363,['山']
隆,阝,42.0395,"['邑', '阜', '阝']"
妯,女,0.1136,['女']
亢,亠,5.6691,['亠']
跩,足,0.1975,['足']
娑,女,1.2,['女']
萝,艹,70.484,['艹']
厄,厂,11.0963,['厂']
掬,扌,0.5333,"['扌', '手']"
殇,歹,2.9432,['歹']
桌,木,110.8444,['木']
碧,石,18.3654,['石']
瞌,目,9.842,['目']
钉,钅,14.0247,"['钅', '金']"
茹,艹,4.479,['艹']
芥,艹,5.3778,['艹']
柴,木,15.4173,['木']
妊,女,1.1704,['女']
呀,口,403.9259,"['囗', '口']"
彿,彳,0.237,['彳']
蒋,艹,6.5728,['艹']
衔,行,4.6469,['行']
盎,皿,2.9383,['皿']
两,一,936.7259,['一']
噗,口,9.521,"['囗', '口']"
匙,匕,43.6889,['匕']
樊,木,2.6667,['木']
骑,马,61.1852,"['馬', '马']"
蹈,足,32.7259,['足']
跤,足,6.1975,['足']
湾,氵,71.042,"['氺', '水', '氵']"
靖,青,3.5259,['青']
钎,钅,0.1185,"['钅', '金']"
锈,钅,4.7358,"['钅', '金']"
膀,月,31.6247,['月']
纹,纟,61.8617,"['糸', '纟']"
厕,厂,42.484,['厂']
猩,犭,6.9086,"['犬', '犭']"
甫,用,2.1778,['用']
馨,香,36.558,['香']
襄,衣,3.3432,"['衣', '衤']"
囤,囗,4.6815,"['囗', '口']"
暇,日,5.0667,['日']
愉,忄,56.1037,"['心', '忄']"
第,⺮,1358.8889,"['⺮', '竹']"
寸,寸,34.4543,['寸']
醛,酉,1.7333,['酉']
疮,疒,9.0568,['疒']
朔,月,3.6642,['月']
辈,车,131.1407,"['车', '車']"
竖,立,7.9852,['立']
屋,尸,135.6148,['尸']
痢,疒,0.6864,['疒']
眨,目,11.0568,['目']
痔,疒,1.7778,['疒']
掖,扌,0.716,"['扌', '手']"
赊,贝,0.3556,"['貝', '贝']"
茸,艹,3.4963,['艹']
茄,艹,34.2272,['艹']
赵,走,70.3309,['走']
嬷,女,3.2691,['女']
苜,艹,0.237,['艹']
糯,米,9.437,['米']
婶,女,7.1753,['女']
宵,宀,91.5309,['宀']
酷,酉,93.4272,['酉']
赫,赤,21.5457,['赤']
筋,⺮,26.2272,"['⺮', '竹']"
揩,扌,0.6222,"['扌', '手']"
瘘,疒,0.1383,['疒']
舱,舟,10.084,['舟']
氰,气,0.9284,['气']
绯,纟,4.3457,"['糸', '纟']"
屡,尸,5.9506,['尸']
煊,火,0.2716,"['火', '灬']"
魅,鬼,44.3654,['鬼']
绥,纟,0.5284,"['糸', '纟']"
罚,罒,37.3235,"['罒', '网']"
掂,扌,9.2642,"['扌', '手']"
唸,口,0.8543,"['囗', '口']"
咫,口,7.116,"['囗', '口']"
匮,匚,1.1062,['匚']
嫁,女,68.6272,['女']
邸,阝,1.2099,"['邑', '阜', '阝']"
佑,亻,42.563,"['人', '亻']"
舆,臼,3.2346,['臼']
溯,氵,2.316,"['氺', '水', '氵']"
柳,木,19.1654,['木']
瓦,瓦,36.7062,['瓦']
涟,氵,6.4198,"['氺', '水', '氵']"
晌,日,0.7506,['日']
脂,月,39.4272,['月']
桩,木,15.8667,['木']
诈,讠,13.1407,"['讠', '言']"
宙,宀,23.3432,['宀']
栏,木,18.6025,['木']
愕,忄,1.279,"['心', '忄']"
钜,钅,0.2815,"['钅', '金']"
盼,目,38.4346,['目']
昔,日,12.8593,['日']
粽,米,6.2963,['米']
钡,钅,0.163,"['钅', '金']"
诟,讠,0.3012,"['讠', '言']"
芸,艹,3.2543,['艹']
堂,土,169.8123,['土']
燥,火,24.5037,"['火', '灬']"
镣,钅,0.4593,"['钅', '金']"
煌,火,20.9432,"['火', '灬']"
屐,尸,0.321,['尸']
猝,犭,1.1753,"['犬', '犭']"
鹈,鸟,0.1185,"['鳥', '鸟']"
眷,目,10.721,['目']
黍,黍,1.4667,['黍']
愤,忄,42.8543,"['心', '忄']"
皱,皮,21.5309,['皮']
邢,阝,1.2395,"['邑', '阜', '阝']"
彪,彡,7.7185,['彡']
绊,纟,8.2222,"['糸', '纟']"
蟹,虫,83.8963,['虫']
唠,口,12.7852,"['囗', '口']"
骶,骨,0.1185,['骨']
鹌,鸟,1.1753,"['鳥', '鸟']"
蝗,虫,0.716,['虫']
蝴,虫,21.8815,['虫']
囫,囗,0.2025,"['囗', '口']"
研,石,80.5185,['石']
擢,扌,0.0741,"['扌', '手']"
脓,月,1.7432,['月']
幌,巾,1.3877,['巾']
嫩,女,31.1358,['女']
呎,口,0.4,"['囗', '口']"
徳,彳,0.8099,['彳']
抑,扌,33.1309,"['扌', '手']"
窜,穴,4.7704,['穴']
糙,米,6.6864,['米']
碉,石,7.0272,['石']
亏,二,38.8494,['二']
龃,齿,0.0988,"['齿', '齒']"
